add-c,8,100,1600,260487,162,0
add-m,12,100,2400,336068,140,0
add-s,12,100,2400,349241,145,0
add-c,12,100,2400,344891,143,0
add-m,1,1000,2000,121193,60,0
add-s,1,1000,2000,128825,64,0
add-c,1,1000,2000,110359,55,0
add-m,2,1000,4000,426169,106,0
add-s,2,1000,4000,301799,75,0
add-c,2,1000,4000,315831,78,0
add-m,4,1000,8000,1093760,136,0
add-s,4,1000,8000,1901350,237,0
add-c,4,1000,8000,1002936,125,0
add-m,8,1000,16000,2246494,140,0
add-s,8,1000,16000,7518277,469,0
add-c,8,1000,16000,2338991,146,0
add-m,12,1000,24000,3861461,160,0
add-s,12,1000,24000,14844318,618,0
add-c,12,1000,24000,3319796,138,0
add-m,1,10000,20000,723582,36,0
add-s,1,10000,20000,362735,18,0
add-c,1,10000,20000,474572,23,0
add-m,2,10000,40000,3199917,79,0
add-s,2,10000,40000,2792150,69,0
add-c,2,10000,40000,2882981,72,0
add-m,4,10000,80000,11414685,142,0
add-s,4,10000,80000,16918146,211,0
add-c,4,10000,80000,8287752,103,0
add-m,8,10000,160000,23616263,147,0
add-s,8,10000,160000,73088930,456,0
add-c,8,10000,160000,21717315,135,0
add-m,12,10000,240000,36771791,153,0
add-s,12,10000,240000,196058253,816,0
add-c,12,10000,240000,36863497,153,0
add-yield-m,1,10,20,116478,5823,0
add-yield-c,1,10,20,85705,4285,0
add-yield-m,2,10,40,127264,3181,0
add-yield-c,2,10,40,128005,3200,0
add-yield-m,4,10,80,200349,2504,0
add-yield-c,4,10,80,153629,1920,0
add-yield-m,8,10,160,371795,2323,0
add-yield-c,8,10,160,246545,1540,0
add-yield-m,12,10,240,564150,2350,0
add-yield-c,12,10,240,379328,1580,0
add-yield-m,1,20,40,92195,2304,0
add-yield-c,1,20,40,102033,2550,0
add-yield-m,2,20,80,187335,2341,0
add-yield-c,2,20,80,153589,1919,0
add-yield-m,4,20,160,388417,2427,0
add-yield-c,4,20,160,230840,1442,0
add-yield-m,8,20,320,679991,2124,0
add-yield-c,8,20,320,372222,1163,0
add-yield-m,12,20,480,1019930,2124,0
add-yield-c,12,20,480,574345,1196,0
add-yield-m,1,40,80,171434,2142,0
add-yield-c,1,40,80,134773,1684,0
add-yield-m,2,40,160,288559,1803,0
add-yield-c,2,40,160,220090,1375,0
add-yield-m,4,40,320,598091,1869,0
add-yield-c,4,40,320,357327,1116,0
add-yield-m,8,40,640,1316135,2056,0
add-yield-c,8,40,640,731335,1142,0
add-yield-m,12,40,960,1942733,2023,0
add-yield-c,12,40,960,1096226,1141,0
add-yield-m,1,80,160,202065,1262,0
add-yield-c,1,80,160,212405,1327,0
add-yield-m,2,80,320,543638,1698,0
add-yield-c,2,80,320,371601,1161,0
add-yield-m,4,80,640,1128506,1763,0
add-yield-c,4,80,640,666850,1041,0
add-yield-m,8,80,1280,2292317,1790,0
add-yield-c,8,80,1280,1498407,1170,0
add-yield-m,12,80,1920,3613593,1882,0
add-yield-c,12,80,1920,2235213,1164,0
add-yield-m,1,100,200,257723,1288,0
add-yield-c,1,100,200,242732,1213,0
add-yield-m,2,100,400,632669,1581,0
add-yield-c,2,100,400,427973,1069,0
add-yield-m,4,100,800,1592382,1990,0
add-yield-c,4,100,800,781029,976,0
add-yield-m,8,100,1600,2846342,1778,0
add-yield-c,8,100,1600,1807987,1129,0
add-yield-m,12,100,2400,4623072,1926,0
add-yield-c,12,100,2400,2584976,1077,0
add-yield-m,1,1000,2000,1812484,906,0
add-yield-c,1,1000,2000,1790468,895,0
add-yield-m,2,1000,4000,6025290,1506,0
add-yield-c,2,1000,4000,3556968,889,0
add-yield-m,4,1000,8000,13156919,1644,0
add-yield-c,4,1000,8000,7577229,947,0
add-yield-m,8,1000,16000,26098619,1631,0
add-yield-c,8,1000,16000,16630089,1039,0
add-yield-m,12,1000,24000,44815373,1867,0
add-yield-c,12,1000,24000,27396854,1141,0
add-yield-m,1,10000,20000,16888518,844,0
add-yield-c,1,10000,20000,16576845,828,0
add-yield-m,2,10000,40000,64401308,1610,0
add-yield-c,2,10000,40000,35163151,879,0
add-yield-m,4,10000,80000,122076376,1525,0
add-yield-c,4,10000,80000,68738233,859,0
add-yield-m,8,10000,160000,266148639,1663,0
add-yield-c,8,10000,160000,155460105,971,0
add-yield-m,12,10000,240000,408905531,1703,0
add-yield-c,12,10000,240000,228455691,951,0
add-yield-s,1,10,20,85418,4270,0
add-yield-s,2,10,40,96053,2401,0
add-yield-s,4,10,80,148628,1857,0
add-yield-s,8,10,160,250600,1566,0
add-yield-s,12,10,240,370324,1543,0
add-yield-s,1,20,40,90934,2273,0
add-yield-s,2,20,80,155432,1942,0
add-yield-s,4,20,160,243671,1522,0
add-yield-s,8,20,320,622477,1945,0
add-yield-s,12,20,480,1150425,2396,0
add-yield-s,1,40,80,137199,1714,0
add-yield-s,2,40,160,234886,1468,0
add-yield-s,4,40,320,520436,1626,0
add-yield-s,8,40,640,1229841,1921,0
add-yield-s,12,40,960,2261827,2356,0
add-yield-s,1,80,160,212485,1328,0
add-yield-s,2,80,320,380837,1190,0
add-yield-s,4,80,640,992006,1550,0
add-yield-s,8,80,1280,2531491,1977,0
add-yield-s,12,80,1920,5337263,2779,0
add-yield-s,1,100,200,257579,1287,0
add-yield-s,2,100,400,451988,1129,0
add-yield-s,4,100,800,1218536,1523,0
add-yield-s,8,100,1600,2992153,1870,0
add-yield-s,12,100,2400,6787413,2828,0
add-yield-s,1,1000,2000,1757512,878,0
add-yield-s,2,1000,4000,3905260,976,0
add-yield-s,4,1000,8000,8289942,1036,0
add-yield-s,8,1000,16000,32590849,2036,0
add-yield-s,12,1000,24000,63577429,2649,0
